Price,Adj Close
Ticker,AAPL
Date,
2020-01-02,72.7960205078125
2020-01-03,72.08827209472656
2020-01-06,72.6627197265625
2020-01-07,72.32096862792969
2020-01-08,73.48435974121094
2020-01-09,75.04522705078125
2020-01-10,75.21487426757812
2020-01-13,76.8218002319336
2020-01-14,75.784423828125
2020-01-15,75.45967102050781
2020-01-16,76.40492248535156
2020-01-17,77.25080871582031
2020-01-21,76.72727966308594
2020-01-22,77.00115203857422
2020-01-23,77.37198638916016
2020-01-24,77.14900207519531
2020-01-27,74.88038635253906
2020-01-28,76.99873352050781
2020-01-29,78.6104965209961
2020-01-30,78.49656677246094
2020-01-31,75.01615142822266
2020-02-03,74.81009674072266
2020-02-04,77.27986907958984
2020-02-05,77.9100341796875
2020-02-06,78.82135009765625
2020-02-07,77.74995422363281
2020-02-10,78.11924743652344
2020-02-11,77.64793395996094
2020-02-12,79.49188995361328
2020-02-13,78.92581939697266
2020-02-14,78.94525146484375
2020-02-18,77.4997329711914
2020-02-19,78.62213897705078
2020-02-20,77.8155746459961
2020-02-21,76.05418395996094
2020-02-24,72.44158172607422
2020-02-25,69.98783874511719
2020-02-26,71.09809875488281
2020-02-27,66.4505386352539
2020-02-28,66.41165924072266
2020-03-02,72.59463500976562
2020-03-03,70.28907775878906
2020-03-04,73.5494155883789
2020-03-05,71.16370391845703
2020-03-06,70.21863555908203
2020-03-09,64.66487121582031
2020-03-10,69.32215881347656
2020-03-11,66.91458129882812
2020-03-12,60.30644607543945
2020-03-13,67.53166198730469
2020-03-16,58.843910217285156
2020-03-17,61.43128204345703
2020-03-18,59.92744445800781
2020-03-19,59.468284606933594
2020-03-20,55.69291687011719
2020-03-23,54.5097541809082
2020-03-24,59.97846984863281
2020-03-25,59.6480712890625
2020-03-26,62.78692626953125
2020-03-27,60.18740463256836
2020-03-30,61.905025482177734
2020-03-31,61.7786979675293
2020-04-01,58.52808380126953
2020-04-02,59.504722595214844
2020-04-03,58.64955139160156
2020-04-06,63.765995025634766
2020-04-07,63.02743148803711
2020-04-08,64.64060974121094
2020-04-09,65.10704803466797
2020-04-13,66.38494110107422
2020-04-14,69.73760223388672
2020-04-15,69.10107421875
2020-04-16,69.65013885498047
2020-04-17,68.70508575439453
2020-04-20,67.27899932861328
2020-04-21,65.1993637084961
2020-04-22,67.07733917236328
2020-04-23,66.81739807128906
2020-04-24,68.74640655517578
2020-04-27,68.79497528076172
2020-04-28,67.67984008789062
2020-04-29,69.90282440185547
2020-04-30,71.37748718261719
2020-05-01,70.22836303710938
2020-05-04,71.22199249267578
2020-05-05,72.29095458984375
2020-05-06,73.03681945800781
2020-05-07,73.7923812866211
2020-05-08,75.54876708984375
2020-05-11,76.7375259399414
2020-05-12,75.86058044433594
2020-05-13,74.9446029663086
2020-05-14,75.40503692626953
2020-05-15,74.959228515625
2020-05-18,76.72534942626953
2020-05-19,76.2820053100586
2020-05-20,77.76555633544922
2020-05-21,77.18575286865234
2020-05-22,77.68273162841797
2020-05-26,77.15654754638672
2020-05-27,77.49271392822266
2020-05-28,77.52680969238281
2020-05-29,77.45127868652344
2020-06-01,78.40377807617188
2020-06-02,78.76673889160156
2020-06-03,79.20036315917969
2020-06-04,78.51828002929688
2020-06-05,80.75455474853516
2020-06-08,81.23200988769531
2020-06-09,83.79717254638672
2020-06-10,85.95306396484375
2020-06-11,81.82642364501953
2020-06-12,82.53284454345703
2020-06-15,83.5535659790039
2020-06-16,85.76790618896484
2020-06-17,85.6485595703125
2020-06-18,85.68265533447266
2020-06-19,85.19302368164062
2020-06-22,87.4219970703125
2020-06-23,89.2879867553711
2020-06-24,87.71186828613281
2020-06-25,88.87629699707031
2020-06-26,86.1455078125
2020-06-29,88.13088989257812
2020-06-30,88.8665542602539
2020-07-01,88.69847106933594
2020-07-02,88.69847106933594
2020-07-06,91.07115936279297
2020-07-07,90.78858947753906
2020-07-08,92.90306854248047
2020-07-09,93.30257415771484
2020-07-10,93.46578216552734
2020-07-13,93.03461456298828
2020-07-14,94.5741958618164
2020-07-15,95.224609375
2020-07-16,94.05288696289062
2020-07-17,93.86286163330078
2020-07-20,95.84091186523438
2020-07-21,94.51815032958984
2020-07-22,94.78368377685547
2020-07-23,90.46946716308594
2020-07-24,90.24535369873047
2020-07-27,92.38419342041016
2020-07-28,90.8665542602539
2020-07-29,92.60830688476562
2020-07-30,93.7288818359375
2020-07-31,103.54122924804688
2020-08-03,106.15022277832031
2020-08-04,106.85911560058594
2020-08-05,107.2464370727539
2020-08-06,110.98819732666016
2020-08-07,108.46479797363281
2020-08-10,110.04130554199219
2020-08-11,106.76868438720703
2020-08-12,110.31707763671875
2020-08-13,112.26941680908203
2020-08-14,112.16934967041016
2020-08-17,111.87649536132812
2020-08-18,112.80873107910156
2020-08-19,112.9502944946289
2020-08-20,115.45661163330078
2020-08-21,121.40637969970703
2020-08-24,122.8584213256836
2020-08-25,121.85051727294922
2020-08-26,123.50757598876953
2020-08-27,122.03111267089844
2020-08-28,121.83343505859375
2020-08-31,125.96507263183594
2020-09-01,130.98263549804688
2020-09-02,128.26881408691406
2020-09-03,117.99952697753906
2020-09-04,118.07762145996094
2020-09-08,110.13159942626953
2020-09-09,114.52435302734375
