Date,AAPL,AMZN,GOOGL,META,MSFT
2020-04-23,66.81741333007812,119.97250366210938,63.40150451660156,184.57427978515625,164.40858459472656
2020-04-24,68.74637603759766,120.51100158691406,63.672340393066406,189.49945068359375,167.4105682373047
2020-04-27,68.79497528076172,118.80000305175781,63.38604736328125,186.93716430664062,166.93096923828125
2020-04-28,67.67985534667969,115.7040023803711,61.477272033691406,182.36094665527344,162.86444091796875
2020-04-29,69.90282440185547,118.635498046875,66.9432373046875,193.60707092285156,170.17274475097656
2020-04-30,71.37748718261719,123.69999694824219,67.1686782836914,204.0955047607422,171.87994384765625
2020-05-01,70.22837829589844,114.302001953125,65.70330047607422,201.66282653808594,167.42971801757812
2020-05-04,71.22201538085938,115.79949951171875,65.98161315917969,204.64382934570312,171.52508544921875
2020-05-05,72.29096984863281,115.88999938964844,67.28438568115234,206.44842529296875,173.36656188964844
2020-05-06,73.03680419921875,117.56300354003906,67.10533142089844,207.8441925048828,175.07371520996094
2020-05-07,73.7923583984375,118.38050079345703,68.29488372802734,210.62583923339844,176.0903778076172
2020-05-08,75.54875946044922,118.98049926757812,69.04602813720703,211.7125701904297,177.12620544433594
2020-05-11,76.73754119873047,120.44999694824219,70.00614929199219,212.54005432128906,179.10198974609375
2020-05-12,75.86058044433594,117.84750366210938,68.58916473388672,209.4693145751953,175.04498291015625
2020-05-13,74.94462585449219,118.39600372314453,67.2499771118164,204.48434448242188,172.39784240722656
2020-05-14,75.40503692626953,119.44249725341797,67.67543029785156,206.18919372558594,173.14596557617188
2020-05-15,74.959228515625,120.48899841308594,68.4834213256836,210.24697875976562,175.6684112548828
2020-05-18,76.725341796875,121.31300354003906,69.08792877197266,212.550048828125,177.34678649902344
2020-05-19,76.28201293945312,122.46649932861328,68.55026245117188,216.2289581298828,176.11917114257812
2020-05-20,77.76554870605469,124.89700317382812,70.28396606445312,229.2796630859375,178.56204223632812
2020-05-21,77.18576049804688,122.33699798583984,70.16376495361328,230.69540405273438,176.41729736328125
2020-05-22,77.68272399902344,121.84400177001953,70.48746490478516,234.204833984375,176.49424743652344
2020-05-26,77.15653228759766,121.09300231933594,70.89295959472656,231.50296020507812,174.62844848632812
2020-05-27,77.49271392822266,120.51950073242188,70.83859252929688,228.45216369628906,174.85922241210938
2020-05-28,77.52682495117188,120.05500030517578,70.73684692382812,224.783203125,174.4648895263672
2020-05-29,77.4512939453125,122.11849975585938,71.49895477294922,224.414306640625,176.2441864013672
2020-06-01,78.40379333496094,123.552001953125,71.5662841796875,231.21383666992188,175.8402557373047
2020-06-02,78.76676177978516,123.62049865722656,71.93737030029297,232.0214080810547,177.84071350097656
2020-06-03,79.20037078857422,123.91999816894531,71.78474426269531,229.46910095214844,178.27349853515625
2020-06-04,78.51828002929688,123.02999877929688,70.54032897949219,225.6107177734375,175.9268341064453
2020-06-05,80.75456237792969,124.1500015258789,71.82315826416016,230.07725524902344,180.04318237304688
2020-06-08,81.23201751708984,126.2030029296875,72.22315979003906,230.7053680419922,181.15882873535156
2020-06-09,83.79715728759766,130.04299926757812,72.4246597290039,237.95355224609375,182.5437774658203
2020-06-10,85.95304107666016,132.37249755859375,73.0541000366211,236.01937866210938,189.3146514892578
2020-06-11,81.826416015625,127.89800262451172,69.92186737060547,223.7563018798828,179.14871215820312
2020-06-12,82.5328598022461,127.2509994506836,70.47150421142578,227.8938446044922,180.56256103515625
2020-06-15,83.5535659790039,128.63400268554688,70.86153411865234,231.8020782470703,181.71665954589844
2020-06-16,85.76791381835938,130.7635040283203,72.14485931396484,234.94261169433594,186.1696319580078
2020-06-17,85.64855194091797,132.0489959716797,72.4476089477539,234.82298278808594,186.81405639648438
2020-06-18,85.68266296386719,132.69900512695312,71.52888488769531,235.2317352294922,188.81448364257812
2020-06-19,85.19300842285156,133.75050354003906,71.0560531616211,238.07318115234375,187.68922424316406
2020-06-22,87.42198944091797,135.6909942626953,72.35383605957031,238.5019073486328,192.9020538330078
2020-06-23,89.2879867553711,138.2205047607422,73.01819610595703,241.51283264160156,194.1907958984375
2020-06-24,87.71187591552734,136.72000122070312,71.45806121826172,233.31752014160156,190.27639770507812
2020-06-25,88.87629699707031,137.72900390625,71.87702178955078,234.97250366210938,192.68080139160156
2020-06-26,86.1454849243164,134.64349365234375,67.95872497558594,215.43136596679688,188.82412719726562
2020-06-29,88.13085174560547,134.0189971923828,69.68594360351562,219.97767639160156,190.85345458984375
2020-06-30,88.86653900146484,137.9409942626953,70.72736358642578,226.3883819580078,195.72964477539062
2020-07-01,88.6984634399414,143.93499755859375,71.92191314697266,236.83692932128906,196.87411499023438
2020-07-02,88.6984634399414,144.51499938964844,73.31495666503906,232.71929931640625,198.37451171875
2020-07-06,91.07117462158203,152.8520050048828,74.79728698730469,239.5587158203125,202.64474487304688
2020-07-07,90.78858947753906,150.00599670410156,74.3119888305664,240.13699340820312,200.28842163085938
2020-07-08,92.903076171875,154.0554962158203,74.99430847167969,242.84881591796875,204.6933135986328
2020-07-09,93.30256652832031,159.13150024414062,75.74544525146484,243.76605224609375,206.12640380859375
2020-07-10,93.46578216552734,160.0,76.76042938232422,244.33433532714844,205.501220703125
2020-07-13,93.03462982177734,155.1999969482422,75.42474365234375,238.28256225585938,199.15353393554688
2020-07-14,94.57417297363281,154.1999969482422,75.85517120361328,239.01036071777344,200.38462829589844
2020-07-15,95.224609375,150.44349670410156,75.65666198730469,239.5587158203125,200.08645629882812
2020-07-16,94.05289459228516,149.9949951171875,75.55890655517578,240.20675659179688,196.12393188476562
2020-07-17,93.86286926269531,148.09849548339844,75.65516662597656,241.303466796875,195.12371826171875
2020-07-20,95.84092712402344,159.8419952392578,77.99886322021484,244.68328857421875,203.5103759765625
2020-07-21,94.51814270019531,156.9145050048828,77.60383605957031,241.02430725097656,200.7693634033203
2020-07-22,94.78369140625,154.99549865722656,78.04924011230469,239.14993286132812,203.6546173095703
2020-07-23,90.46947479248047,149.32749938964844,75.65017700195312,231.90176391601562,194.7967071533203
2020-07-24,90.2453384399414,150.44549560546875,75.22423553466797,230.0174560546875,193.60414123535156
2020-07-27,92.38418579101562,152.760498046875,76.28260803222656,232.799072265625,196.05665588378906
2020-07-28,90.86654663085938,150.01649475097656,74.99679565429688,229.42921447753906,194.2965850830078
2020-07-29,92.60830688476562,151.67649841308594,75.98734283447266,232.5896759033203,196.25860595703125
2020-07-30,93.7289047241211,152.593994140625,76.728515625,233.7960662841797,196.104736328125
2020-07-31,103.54122161865234,158.23399353027344,74.21373748779297,252.9085235595703,197.17227172851562
2020-08-03,106.15022277832031,155.59449768066406,73.95487976074219,251.20367431640625,208.261474609375
2020-08-04,106.8591079711914,156.94149780273438,73.48304748535156,249.08004760742188,205.13572692871094
2020-08-05,107.24642944335938,160.25149536132812,73.77182006835938,248.37217712402344,204.7991180419922
2020-08-06,110.98818969726562,161.25,75.06163024902344,264.4836730957031,208.07876586914062
2020-08-07,108.46478271484375,158.3730010986328,74.73345184326172,267.6341857910156,204.35675048828125
2020-08-10,110.04132080078125,157.4080047607422,74.65613555908203,262.21051025390625,200.28842163085938
2020-08-11,106.76869201660156,154.0334930419922,73.84415435791016,255.36114501953125,195.60462951660156
2020-08-12,110.31706237792969,158.11199951171875,75.17584991455078,259.10986328125,201.1925048828125
2020-08-13,112.26940155029297,158.05099487304688,75.64518737792969,260.5155944824219,200.72120666503906
2020-08-14,112.16935729980469,157.4010009765625,75.0456771850586,260.4557800292969,200.91357421875
2020-08-17,111.87651062011719,159.12049865722656,75.62474060058594,260.3760681152344,202.24082946777344
2020-08-18,112.8087387084961,165.62449645996094,77.59685516357422,261.552490234375,203.40455627441406
2020-08-19,112.95027160644531,163.0240020751953,77.03973388671875,261.8017272949219,202.1705322265625
2020-08-20,115.45660400390625,164.86849975585938,78.61782836914062,268.2024841308594,206.8752899169922
2020-08-21,121.40635681152344,164.23599243164062,78.58392333984375,266.20849609375,205.3712615966797
2020-08-24,122.85842895507812,165.3730010986328,79.06172943115234,270.5753479003906,206.01727294921875
2020-08-25,121.85053253173828,167.32449340820312,80.09417724609375,279.9770202636719,208.69744873046875
2020-08-26,123.507568359375,172.09249877929688,82.0034408569336,302.9977111816406,213.20938110351562
2020-08-27,122.0311279296875,170.0,81.2248764038086,292.33978271484375,218.44442749023438
2020-08-28,121.83345794677734,170.08999633789062,81.7690200805664,292.77850341796875,220.69076538085938
2020-08-31,125.96509552001953,172.54800415039062,81.27525329589844,292.31988525390625,217.43212890625
2020-09-01,130.9826202392578,174.95599365234375,82.54959106445312,294.5531311035156,219.10968017578125
2020-09-02,128.26885986328125,176.57249450683594,85.65740203857422,301.5919494628906,223.3323516845703
2020-09-03,117.99951171875,168.39999389648438,81.27425384521484,290.24609375,209.4976348876953
2020-09-04,118.07762145996094,164.7310028076172,78.86521911621094,281.88128662109375,206.55711364746094
2020-09-08,110.13159942626953,157.49200439453125,75.99183654785156,270.34600830078125,195.38330078125
2020-09-09,114.52436828613281,163.4304962158203,77.17041778564453,272.8983459472656,203.70339965820312
2020-09-10,110.7856216430664,158.7554931640625,76.11402893066406,267.2852478027344,197.9959716796875
2020-09-11,109.33113861083984,155.81100463867188,75.60079956054688,265.8096923828125,196.70408630371094
2020-09-14,112.61106872558594,155.14849853515625,75.2551498413086,265.3510437011719,198.03456115722656
2020-09-15,112.78677368164062,157.80650329589844,76.56640625,271.6022644042969,201.28355407714844
2020-09-16,109.4580307006836,153.90499877929688,75.41775512695312,262.72894287109375,197.68746948242188
2020-09-17,107.71070098876953,150.43649291992188,74.16834259033203,254.05506896972656,195.62429809570312
2020-09-18,104.29410552978516,147.74549865722656,72.37528991699219,251.77194213867188,193.19482421875
2020-09-21,107.45687866210938,148.02349853515625,71.33038330078125,247.4050750732422,195.26760864257812
2020-09-22,109.14566802978516,156.44949340820312,72.81070709228516,253.98529052734375,199.97239685058594
2020-09-23,104.56742858886719,149.9929962158203,70.2954330444336,248.27249145507812,193.3876495361328
2020-09-24,105.64122009277344,150.989501953125,70.96726989746094,248.78094482421875,195.89430236816406
2020-09-25,109.60446166992188,154.75650024414062,71.77527618408203,254.05506896972656,200.3580322265625
2020-09-28,112.2206039428711,158.70249938964844,72.75285339355469,256.0491027832031,201.91986083984375
2020-09-29,111.37134552001953,157.24400329589844,73.11994934082031,261.004150390625,199.81813049316406
2020-09-30,113.05034637451172,157.43649291992188,73.0989990234375,261.11383056640625,202.77789306640625
2020-10-01,114.00701141357422,161.06300354003906,74.21123504638672,265.8296203613281,204.83140563964844
2020-10-02,110.32682037353516,156.25,72.60022735595703,259.1596984863281,198.7865753173828
2020-10-05,113.72390747070312,159.9600067138672,73.95836639404297,263.8555603027344,202.82611083984375
2020-10-06,110.46350860595703,154.9980010986328,72.37179565429688,257.883544921875,198.51661682128906
2020-10-07,112.3377456665039,159.7845001220703,72.77679443359375,257.3451232910156,202.29583740234375
2020-10-08,112.23036193847656,159.52749633789062,73.98829650878906,262.9682312011719,203.0189208984375
2020-10-09,114.18270111083984,164.33250427246094,75.33595275878906,263.65618896484375,208.0611572265625
2020-10-12,121.4356460571289,172.14649963378906,78.03627014160156,274.9222412109375,213.450439453125
2020-10-13,118.21428680419922,172.18150329589844,78.15995788574219,275.31109619140625,214.85800170898438
2020-10-14,118.30215454101562,168.1855010986328,77.97891235351562,271.0040588378906,212.92982482910156
2020-10-15,117.83357238769531,166.9324951171875,77.58139038085938,265.9193420410156,211.77293395996094
2020-10-16,116.1838607788086,163.635498046875,78.19139099121094,265.1317138671875,211.77293395996094
2020-10-19,113.21629333496094,160.36050415039062,76.30854797363281,260.61529541015625,206.5282745361328
2020-10-20,114.7098388671875,160.85049438476562,77.36243438720703,266.7568359375,206.94276428222656
2020-10-21,114.08509063720703,159.2469940185547,79.10362243652344,277.893310546875,207.08738708496094
2020-10-22,112.99176025390625,158.82000732421875,80.13457489013672,277.2851257324219,207.17416381835938
2020-10-23,112.2986831665039,160.22000122070312,81.44732666015625,283.93511962890625,208.466064453125
2020-10-26,112.30845642089844,160.3520050048828,79.01883697509766,276.27813720703125,202.53688049316406
2020-10-27,113.82151794433594,164.31649780273438,79.74653625488281,282.4396057128906,205.5930633544922
2020-10-28,108.55020141601562,158.13900756835938,75.3534164428711,266.86651611328125,195.40255737304688
2020-10-29,112.57201385498047,160.55050659179688,77.65172576904297,279.98699951171875,197.3693389892578
2020-10-30,106.26596069335938,151.8074951171875,80.60589599609375,262.3201599121094,195.2001495361328
2020-11-02,106.1781005859375,150.2239990234375,81.01539611816406,260.5754089355469,195.06512451171875
2020-11-03,107.80831909179688,152.42050170898438,82.07975769042969,264.50360107421875,199.01791381835938
2020-11-04,112.2108383178711,162.05799865722656,87.07688903808594,286.5173034667969,208.62033081054688
2020-11-05,116.19359588623047,166.10000610351562,87.9073257446289,293.79541015625,215.27255249023438
2020-11-06,116.0616226196289,165.56849670410156,87.76917266845703,292.52923583984375,215.6871337890625
2020-11-09,113.74409484863281,157.18699645996094,87.85345458984375,277.93316650390625,210.5484619140625
2020-11-10,113.40184020996094,151.75100708007812,86.67138671875,271.6121826171875,203.4334716796875
2020-11-11,116.84388732910156,156.8695068359375,87.14572143554688,275.6500549316406,208.7745819091797
2020-11-12,116.57008361816406,155.51400756835938,86.9257583618164,274.2542419433594,207.70440673828125
2020-11-13,116.61898040771484,156.4405059814453,88.39411926269531,276.1186218261719,208.73599243164062
2020-11-16,117.63595581054688,156.55299377441406,88.48240661621094,278.12261962890625,209.43014526367188
2020-11-17,116.74610900878906,156.7830047607422,87.86542510986328,274.1744689941406,206.7595977783203
2020-11-18,115.41622161865234,155.2729949951172,86.81702423095703,271.1535949707031,204.0337677001953
2020-11-19,116.0127182006836,155.8509979248047,87.71131134033203,272.12066650390625,205.3290252685547
2020-11-20,114.74150848388672,154.97000122070312,86.60455322265625,268.8904113769531,203.36679077148438
2020-11-23,111.32878875732422,154.91949462890625,86.16464233398438,267.62420654296875,203.0961456298828
2020-11-24,112.61955261230469,155.9029998779297,87.97715759277344,276.0887145996094,206.720947265625
2020-11-25,113.46051025390625,159.2534942626953,87.9886245727539,274.7627258300781,206.73060607910156
2020-11-27,114.00811767578125,159.76699829101562,89.13029479980469,276.97607421875,208.04519653320312
2020-11-30,116.41363525390625,158.40199279785156,87.50332641601562,276.1385803222656,206.92396545410156
2020-12-01,120.00236511230469,161.00399780273438,89.54627227783203,285.6897888183594,208.99249267578125
2020-12-02,120.35440063476562,160.17649841308594,91.02310943603516,286.6568908691406,208.18055725097656
2020-12-03,120.2175064086914,159.3365020751953,90.86700439453125,281.0039367675781,207.0883026123047
2020-12-04,119.54277038574219,158.12899780273438,90.96276092529297,278.86041259765625,207.20428466796875
2020-12-07,121.00955963134766,157.89999389648438,90.6270980834961,284.72271728515625,207.13662719726562
2020-12-08,121.62562561035156,158.864501953125,90.3427963256836,282.54925537109375,208.79917907714844
2020-12-09,119.08316802978516,155.2100067138672,88.67343139648438,277.08575439453125,204.7296905517578
2020-12-10,120.51084899902344,155.07449340820312,88.1641845703125,276.2881164550781,203.49246215820312
2020-12-11,119.69923400878906,155.8209991455078,88.52080535888672,272.72882080078125,206.14096069335938
2020-12-14,119.08316802978516,157.84849548339844,87.39659118652344,273.3669128417969,207.04959106445312
2020-12-15,125.04810333251953,158.25599670410156,87.83650207519531,274.72283935546875,206.98193359375
2020-12-16,124.97962951660156,162.04800415039062,87.6424789428711,274.8424987792969,211.96002197265625
2020-12-17,125.84994506835938,161.8040008544922,86.81053924560547,273.6560363769531,212.09532165527344
2020-12-18,123.8551254272461,160.08250427246094,86.0978012084961,275.5702819824219,211.2930145263672
2020-12-21,125.39034271240234,160.3090057373047,86.51377868652344,271.97113037109375,215.15953063964844
2020-12-22,128.95950317382812,160.3260040283203,85.79854583740234,266.2882385253906,216.46446228027344
2020-12-23,128.05987548828125,159.2635040283203,86.19805908203125,267.3051452636719,213.6419219970703
2020-12-24,129.04751586914062,158.63450622558594,86.49382781982422,266.5972900390625,215.3141632080078
2020-12-28,133.66299438476562,164.197998046875,88.47891235351562,276.16851806640625,217.45042419433594
2020-12-29,131.88328552246094,166.10000610351562,87.67091369628906,275.94915771484375,216.66746520996094
2020-12-30,130.7587432861328,164.29249572753906,86.59806823730469,271.05389404296875,214.2799072265625
2020-12-31,129.75157165527344,162.84649658203125,87.4155502319336,272.34002685546875,214.9951934814453
2021-01-04,126.54421997070312,159.3314971923828,86.09332275390625,268.1326904296875,210.423095703125
2021-01-05,128.10877990722656,160.92550659179688,86.78760528564453,270.1565856933594,210.62606811523438
2021-01-06,123.79644775390625,156.91900634765625,85.93121337890625,262.51959228515625,205.16465759277344
2021-01-07,128.02078247070312,158.10800170898438,88.49786376953125,267.93328857421875,211.00306701660156
2021-01-08,129.12576293945312,159.13499450683594,89.66946411132812,266.7668151855469,212.28863525390625
2021-01-11,126.12373352050781,155.7104949951172,87.59759521484375,256.0690002441406,210.2298126220703
2021-01-12,125.9477310180664,156.04150390625,86.65692138671875,250.3362579345703,207.75526428222656
2021-01-13,127.9914321899414,158.29449462890625,87.14671325683594,250.88462829589844,209.1181640625
2021-01-14,126.05528259277344,156.37350463867188,86.33222198486328,244.9026336669922,205.90895080566406
2021-01-15,124.32447814941406,155.21249389648438,86.16763305664062,250.60545349121094,205.55133056640625
2021-01-19,124.99920654296875,156.03799438476562,89.00311279296875,260.31622314453125,209.21484375
2021-01-20,129.10617065429688,163.16900634765625,93.77130889892578,266.6770935058594,216.8511199951172
2021-01-21,133.83901977539062,165.34950256347656,93.97480010986328,272.0509033203125,217.4600830078125
2021-01-22,135.99032592773438,164.6114959716797,94.3942642211914,273.6759948730469,218.40736389160156
2021-01-25,139.75502014160156,164.6999969482422,94.48004913330078,277.17547607421875,221.86782836914062
2021-01-26,139.98971557617188,166.30650329589844,95.161865234375,281.2033386230469,224.57440185546875
2021-01-27,138.91409301757812,161.62899780273438,90.72235870361328,271.32305908203125,225.12535095214844
2021-01-28,134.05413818359375,161.88099670410156,92.4311294555664,264.2044982910156,230.9540557861328
2021-01-29,129.03773498535156,160.30999755859375,91.1423110961914,257.5545349121094,224.2167205810547
2021-02-01,131.16944885253906,167.1439971923828,94.4197006225586,261.2234802246094,231.6500244140625
2021-02-02,132.00067138671875,169.0,95.71898651123047,266.27825927734375,231.51466369628906
2021-02-03,130.9739227294922,165.62649536132812,102.6897201538086,265.84954833984375,234.88819885253906
2021-02-04,134.3474884033203,166.5500030517578,102.4278793334961,265.6900329589844,233.93124389648438
2021-02-05,133.9312744140625,167.6074981689453,104.18352508544922,267.2951965332031,234.11492919921875
2021-02-08,134.07818603515625,166.14700317382812,103.96855163574219,265.77978515625,234.3759002685547
2021-02-09,133.19679260253906,165.25,103.51318359375,268.64117431640625,235.6325225830078
2021-02-10,132.58963012695312,164.32899475097656,104.0663070678711,271.05389404296875,234.7141876220703
2021-02-11,132.33502197265625,163.10650634765625,104.17953491210938,269.5783386230469,236.32847595214844
2021-02-12,132.57003784179688,163.885498046875,104.49275970458984,269.68798828125,236.81175231933594
2021-02-16,130.4351348876953,163.44749450683594,105.27433013916016,273.1475830078125,235.56483459472656
2021-02-17,128.13369750976562,165.4320068359375,105.66934204101562,272.7488098144531,236.59178161621094
2021-02-18,127.02714538574219,166.4114990234375,105.03042602539062,268.58135986328125,236.19454956054688
2021-02-19,127.18378448486328,162.4949951171875,104.18252563476562,260.77484130859375,233.4624481201172
2021-02-22,123.39384460449219,159.03700256347656,102.45928955078125,259.54852294921875,227.2036590576172
2021-02-23,123.2567367553711,159.72500610351562,102.7515640258789,265.0619201660156,226.00233459472656
2021-02-24,122.75729370117188,157.97650146484375,103.93314361572266,263.5165710449219,227.24246215820312
2021-02-25,118.48746490478516,152.85800170898438,100.54852294921875,253.9254608154297,221.85568237304688
2021-02-26,118.75189208984375,154.64649963378906,100.84578704833984,256.8466796875,225.14004516601562
2021-03-01,125.14682006835938,157.3070068359375,103.22738647460938,264.11480712890625,229.55799865722656
2021-03-02,122.53205871582031,154.72650146484375,102.96902465820312,258.2225341796875,226.5836181640625
2021-03-03,119.53532409667969,150.25,100.32209014892578,254.643310546875,220.4702606201172
2021-03-04,117.645263671875,148.8784942626953,101.4453125,256.8666076660156,219.6660614013672
2021-03-05,118.90857696533203,150.0229949951172,104.5945053100586,263.48663330078125,224.38433837890625
2021-03-08,113.95323181152344,147.59750366210938,100.12706756591797,254.54359436035156,220.30552673339844
2021-03-09,118.58539581298828,153.1425018310547,101.76600646972656,264.9422912597656,226.49642944335938
2021-03-10,117.49835205078125,152.8820037841797,101.55802917480469,264.10479736328125,225.1787872314453
